family,description,spec_json,complexity,positive_development_folds,robust_score,train_trades,train_wins,train_losses,train_win_rate,train_net_pnl,train_average_pnl,train_ci_lower,train_ci_upper,validation_trades,validation_wins,validation_losses,validation_win_rate,validation_net_pnl,validation_average_pnl,validation_ci_lower,validation_ci_upper,full_trades,full_wins,full_losses,full_win_rate,full_net_pnl,full_average_pnl,full_ci_lower,full_ci_upper
binary_le_2,"last 8 digits match LHHLLHHH, where L <= 2","{""kind"":""binary_suffix"",""pattern"":[1,0,0,1,1,0,0,0],""threshold"":2}",8,4,0.4807614728849159,203,137,66,0.6748768472906403,4.300000000000011,0.021182266009852273,0.607710491477961,0.7355475787600185,120,77,43,0.6416666666666667,0.35000000000000675,0.0029166666666667227,0.5527053600179013,0.7218392094967996,447,279,168,0.6241610738255033,-2.9999999999999787,-0.0067114093959731065,0.5783826115564336,0.6678236718904184
binary_le_4,"last 8 digits match LHLLHHLL, where L <= 4","{""kind"":""binary_suffix"",""pattern"":[1,0,1,1,0,0,1,1],""threshold"":4}",8,3,0.47772865552510113,193,125,68,0.6476683937823834,1.20000000000001,0.006217616580310933,0.577991175067815,0.7115819684228668,91,59,32,0.6483516483516484,0.600000000000005,0.006593406593406648,0.5460584088751161,0.7386272163327987,382,236,146,0.6178010471204188,-3.8999999999999773,-0.010209424083769575,0.5681284374045786,0.6651279894062693
binary_le_3,"last 6 digits match LLHHLL, where L <= 3","{""kind"":""binary_suffix"",""pattern"":[1,1,0,0,1,1],""threshold"":3}",6,3,0.46561519910899296,474,310,164,0.6540084388185654,4.600000000000023,0.009704641350211018,0.6101012327708837,0.695439438313467,210,135,75,0.6428571428571429,0.7500000000000107,0.003571428571428622,0.5760181086351909,0.7045635911478713,937,596,341,0.6360725720384205,-0.14999999999994884,-0.0001600853788686754,0.6047686594834459,0.6662653150606094
exact_digits,last digits equal 2-3,"{""kind"":""exact_suffix"",""pattern"":[2,3]}",2,4,0.4500000000000036,473,315,158,0.6659619450317125,7.700000000000024,0.016279069767441912,0.6222703795199482,0.7069795149592071,253,161,92,0.6363636363636364,1.4210854715202004e-14,5.616938622609487e-17,0.5754583584694651,0.6931898586712505,962,616,346,0.6403326403326404,2.100000000000051,0.002182952182952236,0.609503801343629,0.6700451841903673
binary_le_5,"last 8 digits match LLHLLHHL, where L <= 5","{""kind"":""binary_suffix"",""pattern"":[1,1,0,1,1,0,0,1],""threshold"":5}",8,3,0.4482482819587661,238,153,85,0.6428571428571429,0.8500000000000121,0.003571428571428622,0.5801559225686732,0.7010200194372693,133,89,44,0.6691729323308271,2.4000000000000057,0.01804511278195493,0.5854477743344909,0.7433999329890938,503,317,186,0.6302186878727635,-1.6999999999999744,-0.0033797216699800684,0.5871929760997069,0.6712704895860079
binary_le_4,"last 8 digits match LHHLLLLL, where L <= 4","{""kind"":""binary_suffix"",""pattern"":[1,0,0,1,1,1,1,1],""threshold"":4}",8,4,0.42648371880114666,202,129,73,0.6386138613861386,0.25000000000001066,0.0012376237623762903,0.5703484469850916,0.7017055907235165,97,69,28,0.711340206185567,4.000000000000005,0.04123711340206191,0.6144813647096284,0.7920974420577546,406,263,143,0.6477832512315271,2.5500000000000185,0.006280788177339947,0.6001328415045344,0.6926633054379838
parity,last digits have parity OOOEOEOE,"{""kind"":""parity_suffix"",""pattern"":[1,1,1,0,1,0,1,0]}",8,3,0.41684210758205864,193,124,69,0.6424870466321243,0.6500000000000092,0.0033678756476684417,0.5726959541810317,0.7067167281345383,99,64,35,0.6464646464646465,0.5500000000000043,0.005555555555555598,0.5484359722410154,0.7335514706886112,396,244,152,0.6161616161616161,-4.399999999999977,-0.011111111111111054,0.567364671161003,0.6627265261634263
parity,last digits have parity OOOEEEEO,"{""kind"":""parity_suffix"",""pattern"":[1,1,1,0,0,0,0,1]}",8,3,0.4120082403081181,204,131,73,0.6421568627450981,0.6500000000000128,0.0031862745098039844,0.5743063071814885,0.7047525501278076,101,71,30,0.7029702970297029,3.7000000000000046,0.03663366336633668,0.6077495802310494,0.7833170880620782,404,274,130,0.6782178217821783,9.300000000000018,0.023019801980198065,0.6311695347687694,0.7219088413639254
binary_le_6,"last 7 digits match LLHLLHH, where L <= 6","{""kind"":""binary_suffix"",""pattern"":[1,1,0,1,1,0,0],""threshold"":6}",7,3,0.39431955314384054,318,208,110,0.6540880503144654,3.1000000000000156,0.009748427672956025,0.6002492989896813,0.7042484508002183,184,118,66,0.6413043478260869,0.5000000000000107,0.002717391304347884,0.5697658482280897,0.7070633476611793,669,429,240,0.6412556053811659,1.8000000000000256,0.002690582959641294,0.6041991869743998,0.6766990803994105
parity,last digits have parity EOOEOEEE,"{""kind"":""parity_suffix"",""pattern"":[0,1,1,0,1,0,0,0]}",8,4,0.3872064780895519,193,123,70,0.6373056994818653,0.10000000000000853,0.000518134715025951,0.5674090627524999,0.7018431583879587,126,85,41,0.6746031746031746,2.6500000000000075,0.021031746031746092,0.58868366497837,0.7501911474246719,399,252,147,0.631578947368421,-1.0499999999999758,-0.0026315789473683607,0.5832025099075082,0.6774459355315094
three_bins_4_7,last 4 digits have bin pattern 1221 for bins 0-4/5-7/8-9,"{""boundaries"":[4,7],""kind"":""categorical_suffix"",""pattern"":[1,2,2,1]}",4,3,0.3551317846420015,188,120,68,0.6382978723404256,0.20000000000000995,0.0010638297872340955,0.5674792235398644,0.7035779312569107,88,57,31,0.6477272727272727,0.5500000000000043,0.006250000000000048,0.5436598679108756,0.7394366805744971,379,250,129,0.6596306068601583,4.850000000000016,0.012796833773087112,0.6105378511625956,0.7055198725038241
parity,last digits have parity OOEOEEEO,"{""kind"":""parity_suffix"",""pattern"":[1,1,0,1,0,0,0,1]}",8,3,0.349971479845647,189,121,68,0.6402116402116402,0.40000000000000924,0.002116402116402165,0.5696228908054883,0.7052142750410941,103,75,28,0.7281553398058253,5.200000000000006,0.05048543689320394,0.6351914460583965,0.804712693390667,372,239,133,0.6424731182795699,1.2500000000000213,0.003360215053763498,0.5925412589281996,0.6894925548309426
parity,last digits have parity EOOOEOOE,"{""kind"":""parity_suffix"",""pattern"":[0,1,1,1,0,1,1,0]}",8,3,0.34329923381767075,164,105,59,0.6402439024390244,0.3500000000000085,0.002134146341463467,0.5643567024484357,0.709711458798554,89,62,27,0.6966292134831461,2.9500000000000046,0.03314606741573039,0.5946286603942715,0.7823580914791123,342,210,132,0.6140350877192983,-4.1999999999999815,-0.012280701754385911,0.5614453944349064,0.6640914751641781
binary_le_6,"last 8 digits match LLLLHHLH, where L <= 6","{""kind"":""binary_suffix"",""pattern"":[1,1,1,1,0,0,1,0],""threshold"":6}",8,3,0.3293916527417921,219,140,79,0.639269406392694,0.3500000000000121,0.0015981735159817903,0.57377313938011,0.6999640741654298,113,79,34,0.6991150442477876,3.9000000000000075,0.034513274336283255,0.6091495130335224,0.7759877529180895,453,293,160,0.6467991169977925,2.6000000000000227,0.005739514348785922,0.6017184060516757,0.689411038161489
binary_le_7,"last 7 digits match LLLLLHH, where L <= 7","{""kind"":""binary_suffix"",""pattern"":[1,1,1,1,1,0,0],""threshold"":7}",7,3,0.30849506156386686,673,430,243,0.6389301634472511,0.9500000000000313,0.0014115898959881593,0.6019482043225167,0.6743351077633334,312,199,113,0.6378205128205128,0.2500000000000142,0.0008012820512820968,0.5831117982736691,0.6891767110344864,1324,823,501,0.6216012084592145,-10.749999999999943,-0.00811933534743198,0.595161145950859,0.6473376839064195
